url,phishing_probability,predicted_class
https://secure-paypal-login.com/webscr,1.000000,1
http://netflix-billing-update.xyz/login,1.000000,1
http://125.43.144.147:43040/i,1.000000,1
http://103.179.240.227:59156/bin.sh,1.000000,1
http://115.55.42.244:36978/bin.sh,1.000000,1
http://110.36.25.33:50344/i,1.000000,1
http://125.43.144.147:43040/bin.sh,1.000000,1
http://110.36.78.121:37808/i,1.000000,1
http://110.36.78.121:37808/bin.sh,1.000000,1
http://45.186.37.201:43806/i,1.000000,1
https://github.com/officedesknote-star/bodakuwa/raw/refs/heads/main/ScreenConnect.ClientSetup%20(18)%20(1).msi,1.000000,1
https://github.com/officedesknote-star/bzeet/raw/refs/heads/main/ScreenConnect.ClientSetup%20(25).msi,1.000000,1
https://github.com/officedesknote-star/DESKFRO/raw/refs/heads/main/ScreenConnect.ClientSetup%20(17)%20(1).msi,1.000000,1
https://github.com/officedesknote-star/bzeett/raw/refs/heads/main/ScreenConnect.ClientSetup%20(20)%20(1).msi,1.000000,1
https://github.com/officedesknote-star/sww/raw/refs/heads/main/ScreenConnect.ClientSetup%20(19)%20(2).msi,1.000000,1
http://219.155.20.211:49384/bin.sh,1.000000,1
https://github.com/dcm1-6626/T-1million/raw/refs/heads/main/t2.zip,1.000000,1
https://github.com/dcm1-6626/T-1million/raw/refs/heads/main/t3.zip,1.000000,1
https://github.com/dcm1-6626/T-1million/raw/refs/heads/main/t1.zip,1.000000,1
https://github.com/up-6626/udm/raw/refs/heads/main/udm.bat,1.000000,1
https://github.com/up-6626/udt/raw/refs/heads/main/udt.bat,1.000000,1
https://github.com/up-6626/udm/blob/main/udm.bat,1.000000,1
https://github.com/up-6626/udt/blob/main/udt.bat,1.000000,1
https://github.com/dcm1-6626/T-1million/blob/main/t3.zip,1.000000,1
https://github.com/dcm1-6626/T-1million/blob/main/t2.zip,1.000000,1
https://github.com/dcm1-6626/T-1million/blob/main/t1.zip,1.000000,1
http://222.139.225.39:32796/i,1.000000,1
http://125.46.247.200:56409/i,1.000000,1
http://110.36.18.60:39101/i,1.000000,1
http://222.139.225.39:32796/bin.sh,1.000000,1
http://110.36.18.60:39101/bin.sh,1.000000,1
http://110.36.2.240:60096/bin.sh,1.000000,1
http://110.38.210.180:54238/bin.sh,1.000000,1
http://223.167.60.30:40918/bin.sh,1.000000,1
http://27.215.127.167:42001/i,1.000000,1
http://115.49.200.26:50281/i,1.000000,1
http://42.86.60.249:33410/bin.sh,1.000000,1
http://115.49.200.26:50281/bin.sh,1.000000,1
http://42.239.158.240:55135/i,1.000000,1
https://zgfnygu.prozhe.download/9dc48e18-42a9-4b75-9185-50683516558e,1.000000,1
http://42.239.158.240:55135/bin.sh,1.000000,1
http://113.232.21.227:51734/bin.sh,1.000000,1
http://123.9.206.98:42587/i,1.000000,1
http://115.56.65.198:58971/i,1.000000,1
http://60.23.239.223:42497/bin.sh,1.000000,1
http://123.129.1.230:35858/i,1.000000,1
http://123.129.1.230:35858/bin.sh,1.000000,1
http://61.52.4.161:56319/i,1.000000,1
https://5732ru8p.1x303.casino/?ublib=b62f6aaf-4d3a-48d7-87c4-b022b0f902c6,1.000000,1
http://77.79.160.210:43243/i,1.000000,1
http://77.79.160.210:43243/bin.sh,1.000000,1
http://42.58.167.28:50302/i,1.000000,1
http://42.58.167.28:50302/bin.sh,1.000000,1
http://61.52.4.161:56319/bin.sh,1.000000,1
http://93.115.101.146:13734/w,1.000000,1
http://93.115.101.146:13734/c,1.000000,1
http://175.164.108.49:48663/i,1.000000,1
http://61.54.253.251:36887/i,1.000000,1
http://95.56.232.109:35220/i,1.000000,1
http://110.39.231.61:56056/i,1.000000,1
http://61.54.253.251:36887/bin.sh,1.000000,1
http://95.56.232.109:35220/bin.sh,1.000000,1
http://110.39.231.61:56056/bin.sh,1.000000,1
https://vps2v21x.1xgame.live/?ublib=bde8f12b-6572-4102-8c0d-d725f29e5d41,1.000000,1
http://45.186.37.201:43806/bin.sh,1.000000,1
http://182.117.42.205:40920/bin.sh,1.000000,1
http://223.167.60.30:40918/i,1.000000,1
http://182.117.42.205:40920/i,1.000000,1
http://68.235.251.87:42402/i,1.000000,1
https://frhphph.1xsomalia.com/f9d47e9f-1e00-48ba-870a-16342d35da74,1.000000,1
http://110.36.30.112:38106/i,1.000000,1
http://42.224.51.147:36172/i,1.000000,1
http://110.36.30.112:38106/bin.sh,1.000000,1
http://115.50.93.34:37693/i,1.000000,1
http://42.224.51.147:36172/bin.sh,1.000000,1
http://222.220.145.105:51630/i,1.000000,1
http://115.50.93.34:37693/bin.sh,1.000000,1
http://222.220.145.105:51630/bin.sh,1.000000,1
https://dhur9q3h.1x303.casino/?ublib=00b08813-0c36-46f8-b24d-e0024332ea57,1.000000,1
http://221.15.145.214:39615/i,1.000000,1
http://110.36.80.166:60321/i,1.000000,1
http://60.18.9.243:54601/i,1.000000,1
http://110.36.80.166:60321/bin.sh,1.000000,1
http://60.18.9.243:54601/bin.sh,1.000000,1
http://182.121.253.155:47156/i,1.000000,1
http://221.15.145.214:39615/bin.sh,1.000000,1
http://182.121.115.145:35642/i,1.000000,1
http://125.44.209.117:39250/bin.sh,1.000000,1
https://evhg599x.lemongrassasiangrill.com/?ublib=7310e1df-da6b-4277-934f-16f541d56837,1.000000,1
http://182.121.115.145:35642/bin.sh,1.000000,1
https://manovingenieria.com/manovingenieria.zip,1.000000,1
https://barlucianocassino.com/g21hg1298h12j90gh129jhkg0.php?,1.000000,1
http://182.121.168.77:35257/i,1.000000,1
http://115.61.120.210:60517/bin.sh,1.000000,1
http://42.85.135.133:46174/bin.sh,1.000000,1
http://182.121.168.77:35257/bin.sh,1.000000,1
http://222.138.180.248:57746/i,1.000000,1
https://tfd2ceqg.bet365persian.com/?ublib=0d587752-4fe9-4340-8e98-76285279d677,1.000000,1
http://115.50.32.178:53978/i,1.000000,1
http://211.158.167.180:34707/i,1.000000,1
http://42.224.96.177:49851/i,1.000000,1
http://115.48.134.141:40038/i,1.000000,1
http://182.124.136.107:33062/i,1.000000,1
http://125.45.11.81:43611/bin.sh,1.000000,1
http://182.124.136.107:33062/bin.sh,1.000000,1
http://119.180.48.67:58294/i,1.000000,1
http://119.180.48.67:58294/bin.sh,1.000000,1
http://200.112.129.57:39849/i,1.000000,1
http://222.138.181.61:41501/i,1.000000,1
http://222.138.181.61:41501/bin.sh,1.000000,1
http://200.112.129.57:39849/bin.sh,1.000000,1
http://42.234.155.30:46244/i,1.000000,1
http://78.167.39.24:33270/i,1.000000,1
http://105.224.7.232:34437/i,1.000000,1
http://105.224.7.232:34437/bin.sh,1.000000,1
https://ejjfjm2l.vip1xbet.net/?ublib=f3b87ac2-ad32-4c47-83ab-18e5589ba93c,1.000000,1
http://124.131.146.166:56253/i,1.000000,1
https://tearmbdo.bet1forward.com/fc8630e4-2287-427f-b0ab-ad8aebeb9ab6,1.000000,1
https://qlrjloxh.jozve.one/e9817e4f-3b65-40a0-9bdd-e58c6afd9f3a,1.000000,1
http://124.131.146.166:56253/bin.sh,1.000000,1
http://38.21.70.189:46846/i,1.000000,1
https://flhrpdn.yekbetkade.com/45a59c2a-1b46-4cfd-8a4f-92259d7ea516,1.000000,1
http://221.200.217.109:45652/i,1.000000,1
http://221.200.217.109:45652/bin.sh,1.000000,1
http://123.190.17.73:54809/i,1.000000,1
https://926ikjry.euroyek.bio/?ublib=798fd62a-d1ea-48f1-a303-1060b86ce722,1.000000,1
http://115.48.134.141:40038/bin.sh,1.000000,1
https://fsaxdfy0.hit4.bet/?ublib=aa91b418-f8e1-4647-9350-eaebbfa2785b,1.000000,1
http://14.102.34.66:34449/bin.sh,1.000000,1
http://196.191.104.40:53453/i,1.000000,1
http://125.46.130.156:50524/i,1.000000,1
http://123.190.17.73:54809/bin.sh,1.000000,1
http://115.61.120.210:60517/i,1.000000,1
https://dedzwcx.enfejarbahis.com/67eb2033-603b-48e4-a20a-e944b8f06672,1.000000,1
https://lsyhgfl.enfejarbahis.com/307dc2d6-9df8-4374-8e1d-9ea472c6ad7f,1.000000,1
http://34.45.47.180:8082/file.so,1.000000,1
http://34.45.47.180:8082/file-grey.elf,1.000000,1
http://34.45.47.180:8082/file-suspicious-elf-header-amd64.elf,1.000000,1
http://123.157.168.214:34135/bin.sh,1.000000,1
http://123.157.168.214:34135/i,1.000000,1
http://61.53.127.109:43033/bin.sh,1.000000,1
http://203.204.157.55:58654/i,1.000000,1
http://60.216.131.62:43868/i,1.000000,1
http://60.216.131.62:43868/bin.sh,1.000000,1
http://201.149.107.50:39048/i,1.000000,1
http://190.109.227.76:35385/bin.sh,1.000000,1
http://39.89.161.184:52061/i,1.000000,1
http://39.89.161.184:52061/bin.sh,1.000000,1
http://153.152.44.153:48312/i,1.000000,1
http://94.244.36.34:46341/bin.sh,1.000000,1
http://115.50.170.197:54137/bin.sh,1.000000,1
http://153.152.44.153:48312/bin.sh,1.000000,1
http://94.244.36.34:46341/i,1.000000,1
http://41.142.44.195:44714/i,1.000000,1
http://98.252.87.232:45093/bin.sh,1.000000,1
http://182.122.224.134:55128/i,1.000000,1
http://119.154.118.204:35060/bin.sh,1.000000,1
http://182.122.224.134:55128/bin.sh,1.000000,1
http://111.88.7.48:60648/bin.sh,1.000000,1
http://125.41.140.82:40678/i,1.000000,1
http://41.142.44.195:44714/bin.sh,1.000000,1
http://119.154.118.204:35060/i,1.000000,1
http://39.38.206.242:56740/i,1.000000,1
http://98.252.87.232:45093/i,1.000000,1
http://39.38.206.242:56740/bin.sh,1.000000,1
http://182.121.136.18:55245/bin.sh,1.000000,1
http://222.137.180.237:56072/bin.sh,1.000000,1
http://203.99.187.86:55852/bin.sh,1.000000,1
http://110.36.23.67:58576/bin.sh,1.000000,1
http://203.99.187.86:55852/i,1.000000,1
http://123.14.238.199:59716/bin.sh,1.000000,1
http://219.157.176.73:45634/bin.sh,1.000000,1
http://219.157.176.73:45634/i,1.000000,1
http://219.156.34.86:37807/bin.sh,1.000000,1
http://182.120.8.10:43181/i,1.000000,1
http://123.129.153.224:35024/bin.sh,1.000000,1
http://221.15.22.116:57599/bin.sh,1.000000,1
http://182.120.8.10:43181/bin.sh,1.000000,1
http://61.53.148.55:54247/i,1.000000,1
http://61.53.148.55:54247/bin.sh,1.000000,1
http://112.249.57.185:33486/bin.sh,1.000000,1
http://115.54.176.108:46244/bin.sh,1.000000,1
http://61.53.193.102:36717/bin.sh,1.000000,1
http://115.54.121.49:59905/bin.sh,1.000000,1
http://115.54.176.108:46244/i,1.000000,1
http://182.117.42.205:52117/bin.sh,1.000000,1
http://110.36.0.107:59269/bin.sh,1.000000,1
http://158.255.83.238:60237/bin.sh,1.000000,1
http://146.66.249.166:59922/i,1.000000,1
http://146.66.249.166:59922/bin.sh,1.000000,1
http://182.126.126.219:56041/bin.sh,1.000000,1
http://158.255.83.238:60237/i,1.000000,1
http://182.127.178.20:57125/bin.sh,1.000000,1
http://182.127.178.20:57125/i,1.000000,1
http://27.215.211.129:50886/bin.sh,1.000000,1
http://94.188.162.243:49848/bin.sh,1.000000,1
http://94.188.162.243:49848/i,1.000000,1
http://117.245.84.209:57482/bin.sh,1.000000,1
http://203.160.9.182:43948/bin.sh,1.000000,1
http://27.215.143.81:41304/i,1.000000,1
http://182.119.8.223:46128/i,1.000000,1
http://203.160.9.182:43948/i,1.000000,1
http://27.215.143.81:41304/bin.sh,1.000000,1
http://124.229.32.123:34133/i,1.000000,1
http://117.245.84.209:57482/i,1.000000,1
http://182.119.8.223:46128/bin.sh,1.000000,1
http://124.229.32.123:34133/bin.sh,1.000000,1
http://95.165.187.102:52854/i,1.000000,1
http://95.165.187.102:52854/bin.sh,1.000000,1
http://165.22.248.57/peler.x86_64,1.000000,1
http://165.22.248.57/peler.arm5,1.000000,1
http://165.22.248.57/peler.i686,1.000000,1
http://165.22.248.57/peler.sh4,1.000000,1
http://165.22.248.57/ppc,1.000000,1
http://165.22.248.57/peler.ppc,1.000000,1
http://165.22.248.57/arm,1.000000,1
http://165.22.248.57/peler.mips,1.000000,1
http://165.22.248.57/peler.arc,1.000000,1
http://165.22.248.57/arc,1.000000,1
http://165.22.248.57/sh4,1.000000,1
http://165.22.248.57/peler.m68k,1.000000,1
http://165.22.248.57/i686,1.000000,1
http://165.22.248.57/peler.arm,1.000000,1
http://165.22.248.57/peler.arm6,1.000000,1
http://165.22.248.57/x86_64,1.000000,1
http://165.22.248.57/arm6,1.000000,1
http://165.22.248.57/peler.spc,1.000000,1
http://165.22.248.57/spc,1.000000,1
http://165.22.248.57/arm7,1.000000,1
http://165.22.248.57/m68k,1.000000,1
http://165.22.248.57/x86,1.000000,1
http://165.22.248.57/peler.x86,1.000000,1
http://165.22.248.57/arm5,1.000000,1
https://krdtpvieod.vercel.app/?download=1,1.000000,1
https://prestigeclient.lovable.app/__l5e/assets-v1/d47c82f6-6d9e-446c-abc6-9d6e95abb501/Prestige-1.21.x.jar,1.000000,1
https://wihernc9.vip1xbet.net/?ublib=a16a6233-a927-49e1-a0fd-db96cb17b4e4,1.000000,1
http://222.139.106.119:35776/i,1.000000,1
http://120.37.212.235:50179/bin.sh,1.000000,1
https://tvdmydv.yek.christmas/e80e6dc0-3c34-45fa-9061-3a151a51a254,1.000000,1
http://222.139.106.119:35776/bin.sh,1.000000,1
http://44.223.110.247:1337/mods/jre.zip,1.000000,1
https://irahook.org/mods/jre.zip,1.000000,1
http://27.44.146.20:41423/i,1.000000,1
https://irahook.org/mods/smp.jar,1.000000,1
http://44.223.110.247:1337/mods/smp.jar,1.000000,1
http://45.188.159.254:42432/i,1.000000,1
http://125.47.119.146:55675/i,1.000000,1
http://45.188.159.254:42432/bin.sh,1.000000,1
http://123.148.191.5:43457/i,1.000000,1
http://222.136.36.83:44446/i,1.000000,1
http://125.47.119.146:55675/bin.sh,1.000000,1
http://182.112.31.145:43036/i,1.000000,1
http://222.136.36.83:44446/bin.sh,1.000000,1
http://125.44.209.117:39250/i,1.000000,1
http://123.148.191.5:43457/bin.sh,1.000000,1
http://103.24.110.240:56640/i,1.000000,1
http://110.37.53.25:58088/bin.sh,1.000000,1
http://103.24.110.240:56640/bin.sh,1.000000,1
http://41.201.226.25:51089/i,1.000000,1
http://93.115.101.146:13734/narz,1.000000,1
http://42.55.31.104:40005/bin.sh,1.000000,1
http://77.236.74.65:57977/i,1.000000,1
http://98.252.87.232:50861/bin.sh,1.000000,1
http://5.182.210.61/290f4c,1.000000,1
http://5.182.210.61/879e82,1.000000,1
http://5.182.210.61/194f8f,1.000000,1
http://5.182.210.61/2c3233,1.000000,1
http://5.182.210.61/807837,1.000000,1
http://5.182.210.61/154b5a,1.000000,1
http://5.182.210.61/81b63c,1.000000,1
http://5.182.210.61/d204cb,1.000000,1
http://5.182.210.61/552826,1.000000,1
http://5.182.210.61/a6c968,1.000000,1
http://5.182.210.61/300614,1.000000,1
http://5.182.210.61/2eb685,1.000000,1
http://125.45.11.81:43611/i,1.000000,1
http://113.238.105.18:35549/i,1.000000,1
https://mrjeehw.yek.beauty/6d687597-5334-407f-98a5-f6f227123c0f,1.000000,1
http://113.238.105.18:35549/bin.sh,1.000000,1
http://42.237.35.241:54669/i,1.000000,1
