URL,GroundTruth,Prediction,Probability,FinalScore,Verdict,Latency_ms
http://amigopg.com/modules/default/bd2f50be56e958214c19846a9455bc9c,1,1,1.0,100.0,BLOCK,2.83800000033807
http://3d5455a5.qepfmq.shop/amagc,1,1,1.0,100.0,BLOCK,2.9452000017045066
https://ap-singapore.tencentclb.com,0,0,0.006422513703427224,0.6422513703427224,ALLOW,3.4930000038002618
http://026bet.com/index.php,1,1,1.0,100.0,BLOCK,2.890200004912913
https://crossdomain.mailplus.co.uk,0,0,0.003735006698791923,0.37350066987919234,ALLOW,9.747500000230502
http://5510002.top,1,0,0.019878306123825094,1.9878306123825094,ALLOW,3.8337999940267764
https://klrtspet.net,0,0,0.0003930116300832419,0.03930116300832419,ALLOW,3.4028000009129755
http://amazon.co.jp.05693911fbcd662a9fc91d3ef92e0473.icu,1,1,0.15528592277291683,15.528592277291683,BLOCK,16.093899997940753
https://xp.atlassian.com,0,0,0.0008435156950072031,0.08435156950072031,ALLOW,4.13000000116881
http://81741927.gskjdfegwhu.shop/amagc,1,1,1.0,100.0,BLOCK,4.5775000035064295
https://beautyplus.com,0,0,0.0016502625937146048,0.16502625937146048,ALLOW,4.532499995548278
https://appia.com,0,0,0.000332129047991787,0.0332129047991787,ALLOW,2.5026000002981164
https://consultedigital.com/M002YTNBNmE0bTk1NDc=,1,1,1.0,100.0,BLOCK,8.643699999083765
https://dscv.akamai.net,0,0,0.00043831997928625447,0.043831997928625445,ALLOW,2.6957999943988398
https://mol.gov.om,0,0,0.0001498800959232614,0.014988009592326141,ALLOW,11.232099997869227
https://a6143.dscd.akamai.net,0,0,0.005399302526526625,0.5399302526526625,ALLOW,3.2984000063152052
https://amplitude.map.fastly.net,0,0,0.0008435156950072031,0.08435156950072031,ALLOW,4.009700001915917
https://foreverfarley.com/M08yODZmOEwyZDBxOXA=,1,1,1.0,100.0,BLOCK,5.086099998152349
https://w.org,0,0,0.001151825332095236,0.11518253320952361,ALLOW,1.0850000035134144
https://aubergeresorts.com,0,0,0.002109717922574961,0.2109717922574961,ALLOW,2.0571999993990175
http://27w7f356sfagt2v7s72gast72sa8b38sga52gs72s727ss7aja.pages.dev,1,0,0.024931522236911457,2.493152223691146,ALLOW,2.757700000074692
https://playcasinoonline.ca,0,0,0.001196780092573092,0.11967800925730919,ALLOW,7.154099999752361
https://telpin.com.ar,0,0,0.0004542478008998533,0.04542478008998533,ALLOW,2.068399997369852
https://thoughtspot.cloud,0,0,0.002109717922574961,0.2109717922574961,ALLOW,4.160899996350054
https://phlextmf.com,0,0,0.000332129047991787,0.0332129047991787,ALLOW,4.044600005727261
http://aaexpresscouriers.com/wp-admin/css/squareuppanelup1/login?cmd=www.squareup.com-auth0_submit&id=853ff97b55c98e2e30dc85bd245a215e853ff97b55c98e2e30dc85bd245a215e&session=853ff97b55c98e2e30dc85bd245a215e853ff97b55c98e2e30dc85bd245a215e,1,1,1.0,100.0,BLOCK,6.432200003473554
http://amagerkarate.dk/wp-admin/js,1,1,1.0,100.0,BLOCK,4.715299997769762
https://comserlivuior.store/d/bin.dat,1,1,1.0,100.0,BLOCK,4.918900005577598
http://575365ss.com/index.php/index/N_index,1,1,1.0,100.0,BLOCK,3.7818000055267476
https://11xplay.online,0,0,0.0003480568696053858,0.03480568696053858,ALLOW,3.088099998421967
"http://379465.tarxtech.com/uk/?id=01573894,53026,53026&p1==bGFzemxvLmRlbWV0ZXJAd2l6emFpci5jb20=Wizzair.com/open/frid/redacted@redacted.invalid",1,1,1.0,100.0,BLOCK,4.465400001208764
http://amcgardiennage.com/P2w9ZiZpPTFWMEs5dzdLNkE=,1,1,1.0,100.0,BLOCK,2.304199995705858
https://necn.com,0,0,0.0,0.0,ALLOW,2.289000003656838
https://buscatch.jp,0,0,0.0001498800959232614,0.014988009592326141,ALLOW,8.647900001960807
http://aigptiot.com/l.*@p...c**.cn,1,1,1.0,100.0,BLOCK,4.559000000881497
http://52wumei.com/html/.ztzllzddh.dsddh201612t20161230_262364.html,1,1,1.0,100.0,BLOCK,3.2616000025882386
http://188bet25.com,1,0,0.002087373008430866,0.2087373008430866,ALLOW,4.409500004840083
https://blocksite.co,0,0,0.0001498800959232614,0.014988009592326141,ALLOW,3.7588999985018745
https://apis.classlink.com,0,0,0.0004992025613777094,0.049920256137770944,ALLOW,3.7604999961331487
http://aljasim.com.pk/lucky/suntrust.com/home/confirm1.php?cmd=login_submit&id=87767b27cd4dd3be5c73cc10bca4b1b487767b27cd4dd3be5c73cc10bca4b1b4&session=87767b27cd4dd3be5c73cc10bca4b1b487767b27cd4dd3be5c73cc10bca4b1b4,1,1,1.0,100.0,BLOCK,8.4874000021955
http://9938372717273636267272.click,1,1,0.1574074074074074,15.74074074074074,BLOCK,6.828300000051968
https://rsms.me,0,0,0.0,0.0,ALLOW,3.354899999976624
https://clickn.co.kr,0,0,0.0001498800959232614,0.014988009592326141,ALLOW,3.070700004172977
http://gov.zxpterqa.qpon/uk,1,1,1.0,100.0,BLOCK,3.3756000048015267
http://accounts-homegate.ho4922.de/de/7f7549206978ea48d3b49546615da265,1,1,1.0,100.0,BLOCK,3.4321999992243946
http://0.feixue318p.cloudns.biz,1,0,0.005747941124019808,0.5747941124019808,ALLOW,3.0852000054437667
http://8w.purocueroecuador.com,1,1,0.11713959256231726,11.713959256231727,BLOCK,5.897000002732966
https://busy.any-amer.prd.api.discomax.com,0,0,0.0031004033783548026,0.31004033783548024,ALLOW,3.675400002975948
http://962492.icu,1,0,0.07568438003220611,7.568438003220611,ALLOW,9.799400002520997
https://95.217.220.3.in-addr.arpa,0,0,0.000332129047991787,0.0332129047991787,ALLOW,1.014299996313639
http://amazon.co.jp.solucionservnrsmintony002.gq,1,0,0.02276166921475846,2.2761669214758458,ALLOW,8.545199998479802
http://1d3d7132.bjdkth.com.cn/amagc,1,1,1.0,100.0,BLOCK,3.307800005131867
http://242ce7f083.nxcli.io/mini/fresh/security.html,1,1,1.0,100.0,BLOCK,2.466999998432584
https://r.bttn.io,0,0,0.0001498800959232614,0.014988009592326141,ALLOW,2.303000001120381
http://4tr.pages.dev,1,0,0.0004992025613777094,0.049920256137770944,ALLOW,2.456900001561735
https://kyfwpt.com,0,0,0.0002884398833629931,0.02884398833629931,ALLOW,3.3715000026859343
https://a1818.dscw154.akamai.net,0,0,0.005394676726453919,0.5394676726453919,ALLOW,3.1567999976687133
http://85116395.fastbiz.com.br/?username=redacted@redacted.invalid,1,1,1.0,100.0,BLOCK,3.377899993211031
http://agricolasecurity.ultimatefreehost.in,1,0,0.009875161528376836,0.9875161528376836,ALLOW,7.5273000038578175
http://access.eth-access.com,1,0,0.003735006698791923,0.37350066987919234,ALLOW,4.6314999999594875
https://194910-ipv4v6fdse.gr.global.aa-rt.sharepoint.com,0,0,0.006688114600428143,0.6688114600428143,ALLOW,4.963799998222385
https://imgchest.com,0,0,0.0003930116300832419,0.03930116300832419,ALLOW,7.8284999981406145
http://alphaproject.us/wp-admin/js/widgets/KeyBank/3ogmxm2u=/Confirm_Information.php,1,1,1.0,100.0,BLOCK,4.5775000035064295
http://al-lameenwcc.com.my/filesecures03b.emailchase.com_web_auth_dashboard.dashboard_overviewaccounts_overview_unlockonlineservice.ssl.html,1,1,1.0,100.0,BLOCK,9.309399996709544
https://studio.bluebeam.com,0,0,0.001806034085559634,0.1806034085559634,ALLOW,3.564600003301166
http://announce-2167888141.istorija20veka.rs/profile.html?countUser=1097d819dd6e7ea4d53777233342500e,1,1,1.0,100.0,BLOCK,5.516500001249369
http://affixwallet.net,1,0,0.001806034085559634,0.1806034085559634,ALLOW,1.706000002741348
https://westpacone-homesa.info/com/static/js/main.js,1,1,1.0,100.0,BLOCK,6.062799999199342
http://3659f.com,1,0,0.0024461946248904042,0.24461946248904043,ALLOW,2.3642999949515797
http://134508.com,1,1,0.10531400966183575,10.531400966183575,BLOCK,2.797399996779859
http://6b7bb28d5a2bc91052f762957370de94b.pages.dev/wp-admin/function.php,1,1,1.0,100.0,BLOCK,2.6821000064956024
https://adjust.net.in,0,0,0.000332129047991787,0.0332129047991787,ALLOW,2.6830999995581806
https://netsolssl.com,0,0,0.0008435156950072031,0.08435156950072031,ALLOW,4.509200000029523
https://epssura.com,0,0,0.000332129047991787,0.0332129047991787,ALLOW,3.1803999954718165
https://nkz.cz,0,0,0.0,0.0,ALLOW,1.8254999959026463
http://52qb71b.gdkc9q.cn/instagram-me,1,1,1.0,100.0,BLOCK,2.84250000549946
http://a0312669.xsph.ru/myaccount/XaXjfzQlTTsnmyEVoBkXum75A7caGuvxl5V6KVuxV/lD/FORM-DATASEASON.php?AUlH-key=bFCoPV6Vxm7zcqakZbHuAxb39O7d5u2byvuz3LBucoZFhHuWwiD0bArVDdO2YtnMSk9M4wrm6VsQRvRwfYMCWuc8xdYeaTZrSNmUa4xpI7FNQZs2bBE,1,1,1.0,100.0,BLOCK,2.2372999956132844
http://account-validation.btcfuturos.com/840304,1,1,1.0,100.0,BLOCK,4.158299998380244
https://google.co.nz,0,0,0.001196780092573092,0.11967800925730919,ALLOW,3.434000005654525
https://svo-name-poisk.vercel.app/?download=1,1,1,1.0,100.0,BLOCK,3.0417000016313978
https://ceros.com,0,0,0.00025607102721772885,0.025607102721772884,ALLOW,2.479000002495013
http://adobecloudshare.com,1,0,0.0024406374059967547,0.24406374059967548,ALLOW,6.948099995497614
http://activation-dsp2-desbanques.certificats-dsp2-certicodeplus.com/activation-dsp2-desbanques.duckdns.org/action-banquepostale/49729,1,1,1.0,100.0,BLOCK,9.297099997638725
https://cdn.btmessage.com,0,0,0.001806034085559634,0.1806034085559634,ALLOW,10.914600003161468
http://03713659.com,1,0,0.006991798437443471,0.699179843744347,ALLOW,3.96069999987958
https://kktv247.com,0,0,0.001151825332095236,0.11518253320952361,ALLOW,16.994399993564002
https://85.68.in-addr.arpa,0,0,0.0,0.0,ALLOW,1.4130000054137781
https://qhit.net,0,0,0.0,0.0,ALLOW,2.118699994753115
https://eromovie-s.com,0,0,0.002137884987802371,0.21378849878023712,ALLOW,4.192799999145791
https://us05.bxghgxst.com,0,0,0.001196780092573092,0.11967800925730919,ALLOW,3.63179999840213
http://amex.paypaserviceverification.com/verification/C9256C9E1A953MDM11BC/card.php?websrc=b120cb4616a2bb25a3489a0c7d1d483b&dispatched=54&id=6130888106,1,1,1.0,100.0,BLOCK,2.9595000014523976
